GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
sesion05,sesion05,Coche,45,56,7,7,16,12,16,3,9,3
sesion05,sesion05,JsonReader,6,33,0,0,3,9,1,1,1,1
sesion05,sesion05,Main,28,0,2,0,6,0,3,0,2,0
